lunch_name,taste,meatiness,sweetness,healthiness
srbské rizoto okurka sterilovaná,51,25,0,35
alpský povidlový knedlík granko,70,0,55,25
luštěninové lasagne rajče,45,0,0,50
hovězí maso na česneku bramborové knedlíky špenátové,50,60,0,30
játrová omáčka houskové knedlíky s žemlí,34,50,0,25
bulgur s vepřovým masem a zeleninou listy ledového salátu,32,35,0,45
čočkové karbanátky bramborová kaše rajče,45,0,0,45
dukátové buchtičky s krémem káva bílá,85,0,70,15
vepřenky s cibulí bramborová kaše červená řepa,65,55,0,30
kantonské nudle s kuřecím masem zelný salát s mrkví,45,35,0,40
škubánky s mákem jahodový koktejl,62,0,50,20
moravský vrabec bramborové knedlíky špenát dušený,55,55,0,30
bramborové šišky se strouhankou kakao nesquik,55,0,30,25
hamburská vepřová kýta houskové knedlíky domácí,56,55,0,30
vepřový řízek smažený bramborová kaše okurka sterilovaná,86,80,0,20
rybí file na křenu se smetanou brambory vařené s petrželkou rajčatový salát,58,0,0,45
hovězí maso na žampiónech houskové knedlíky domácí,54,60,0,25
salát z rýžových těstovin a kuřecím masem,25,25,0,50
rýžové těstoviny s krůtím m. zeleninou a žampiony,42,35,0,45
císařské brambory nakládané kukuřičky,45,10,0,40
rybí file na křenu se smetanou brambory vařené rajčatový salát,58,0,0,45
maso tří barev rýže jasmínová mrkvový salát,51,45,0,35
vepřový guláš houskové knedlíky domácí,52,50,0,25
vepřová panenka s fazolovými lusky brambory opečené kapie,55,55,0,30
lasagne s mletým masem listy římského salátu,60,30,0,40
bavorské vdolečky ochucené mléko,87,0,60,15
spätzle s borůvkovou omáčkou kakao nesquik,60,0,50,20
rýžové nudle s borůvkovou omáčkou granko,58,0,50,20
rýžový nákyp s ovocem mléčný nápoj,60,0,50,25
těstoviny s krůtím masem zeleninou a žampiony kapie,50,35,0,40
zapečené brambory se smetanou a vepřovou kotletou listy ledového salátu,53,45,0,30
krupicová kaše s kakaem ovocný kompot horká čokoláda,45,0,55,20
fazolový kotlík pečivo,33,0,0,50
štěpánská hovězí pečeně celozrnné houskové knedlíky,55,60,0,30
hovězí maso po provensálsku rýže dušená,50,50,0,25
těstovinový salát s lososem toustový chléb,53,10,0,45
šišky z kynutého těsta kakao nesquik,73,0,55,20
španělský ptáček špaldové knedlíky,62,55,0,30
dukátové buchtičky s krémem horká čokoláda,85,0,70,15
rýžová kaše s grankem maštěné máslem ovocný kompot horká čokoláda,47,0,55,25
králík na černo bramborové knedlíky,56,60,0,30
hovězí pečeně frankfurtská houskové knedlíky domácí,60,60,0,25
císařské brambory,45,10,0,40
lasagne s brokolicí a sýrem kapie,24,0,0,50
rýžová kaše s grankem maštěné máslem kakao nesquik,45,0,55,20
plovdivské maso těstoviny rýžové ledový salát s ředkvičkou,52,50,0,40
bulgur se zeleninou sypané sýrem zelný salát,30,0,0,50
šoulet s vepřovým plátkem čalamáda,25,50,0,30
hovězí dušené kostky na zelenině těstoviny vařené,50,55,0,25
halušky se zelím a slaninou listy ledového salátu,61,45,0,35
hovězí pečeně přírodní rýže dušená,50,60,0,25
vepřové maso po cikánsku tarhoňa,38,50,0,30
halušky z bylinkového těsta s brynzou,39,10,0,50
moravský vrabec špenát dušený bramborové knedlíky,55,55,0,30
jáhlová kaše s medem a oříšky ovocný kompot káva mléčná,40,0,50,35
poděbradské maso těstoviny vařené,55,55,0,25
čočka na kyselo medová šunka okurka sterilovaná,33,0,0,50
bramborový nákyp s mletým masem listy ledového salátu,60,35,0,40
šišky z kynutého těsta jogurt ovocný kakao,73,0,50,20
obalovaná treska se sýrem bramborová kaše rajče,60,0,0,40
krupicová kaše s kakaem káva bílá,45,0,55,20
zapečený květák s uzeným sýrem brambory vařené s petrželkou rajče,26,0,0,50
francouzské brambory okurkový salát,50,10,0,40
babičino pečené kuře na tymiánu brambory opečené,57,50,0,35
bramborové šišky se strouhankou ovocný kompot káva bílá,55,0,30,25
špagety s tuňákem řepný salát s křenem,58,25,0,45
hovězí pečeně přírodní houskové knedlíky domácí,52,60,0,25
grilovaná bretaňská zelenina brambory opečené bylinkový dresink,35,0,0,50
rizoto z vepřového masa sypané sýrem,51,25,0,40
brambory s tvarohem maštěné máslíčkem acidofilní mléko,55,0,0,45
lasagne s vanilkovým krémem a ovocem kakao,65,5,70,15
tarhoňa s houbovým prachem rajčatový salát,13,0,0,50
nudlový nákyp s tvarohem a jablky kakao,58,0,50,25
luštěninové rizoto s kroupami a vepřovým masem,38,35,0,45
zapečená brokolice s bramborem a vaječnou zálivkou kapie,22,10,0,50
vepřové kostky na pepři těstoviny vařené,53,50,0,30
hovězí svíčková na smetaně houskové knedlíky domácí,70,60,0,25
kuřecí plátek přírodní bulgur,39,30,0,85
grenadýrský pochod čerstvá zelenina,44,10,0,90
hrachová kaše s cibulkou marinovaný vepřový plátek zelný salát,35,45,0,75
vepřová panenka na sekané bazalce brambory opečené okurkový salát,60,60,0,70
rybí filety na drceném kmíně brambory vařené s petrželkou,60,25,0,75
rybí file na másle s citronem bramborová kaše rajče,64,25,0,75
dukátové buchtičky s krémem granko,85,0,85,30
vepřová pečeně po selsku špenát dušený brambory vařené,51,55,0,65
kuřecí marinovaný plátek hrachová kaše s cibulkou salát z bílého zelí,42,30,0,70
krůtí prsa na žampionech rýže dušená,55,35,0,70
špagety s tuňákem,60,15,0,60
vepřenky s cibulí brambory vařené okurkový salát,61,50,0,65
zapečené těstoviny s brokolicí a žampiony rajčatový salát,30,10,0,75
vepřová roláda s medvědím česnekem bramborové knedlíky,54,65,0,65
šoulet zelný salát,20,10,0,85
gnocchi s kuřecím masem list špenátem a smetanou okurka sterilovaná,18,25,0,70
boloňské špagety s luštěninovou směsí a sýrem,39,20,0,70
čočkový salát s vejci pečivo rajčatový salát,23,0,0,85
mix trhaných salátů s rajčaty karotkou a kuř.masem pečivo,40,20,0,90
nudle s mákem maštěné máslíčkem ovocný kompot granko,60,0,50,45
lasagne s brokolicí a sýrem listy ledového salátu,24,10,0,70
hovězí gulaš celozrnné houskové knedlíky,55,50,0,60
domácí buchty plněné mléko,80,0,70,35
fazole chilli con carne,42,65,0,50
rybí filé zapečené se sýrem bramborová kaše,60,35,0,70
chřest s holandskou omáčkou brambory vařené s petrželkou,25,0,0,80
škubánky s mákem ovocný kompot ochucené mléko,62,0,55,40
rybí file zapečené s vejci zeleninové hranolky kapie,39,30,0,70
kuřecí stehno uzené bramborová kaše okurka salátová,65,30,0,65
krupicová kaše s kakaem ovocný kompot granko,45,0,60,35
rybí filé zapečené se sýrem brambory vařené s petrželkou strouhaná mrkvička,55,35,0,70
kuřecí perkelt rýže dušená,54,35,0,65
smetanové brambory zapečené se sýrem nakládané kukuřičky,40,10,0,65
vepřová kotleta se sýrem a šunkou brambory vařené s petrželkou kapie,51,55,0,60
rybí prsty smažené brambory vařené s petrželkou rajče,69,25,0,60
hovězí maso na žampionech rýže dušená,52,50,0,65
segedínský guláš celozrnné houskové knedlíky,52,55,0,60
malinový nákyp mléko,65,0,45,40
kukuřičný klas restovaná zelenina na másle pečivo,35,0,0,85
kuřecí prsíčka na zelenině těstoviny vařené,50,25,0,70
šišky z kynutého těsta horká čokoláda,73,0,80,40
krůtí kostky na žampionech rýže jasmínová,51,35,0,70
kantonské nudle s kuřecím masem kapie,45,30,0,65
vepřový kostky a-la bažant bramborové knedlíky,55,60,0,65
luštěninové rizoto s kroupami a vepřovým masem okurka sterilovaná,38,35,0,70
játrová omáčka divoká rýže,20,40,0,60
vepřová plec na kmíně rýže jasmínová,50,50,0,65
cibulové kroužky s pikantní rajčatovou omáčou obloha zeleninová,52,0,0,50
hovězí pečeně po pražsku bramborové šišky,54,50,0,65
těstovinový salát s lososem pečivo,51,10,0,85
hrachová kaše s cibulkou plátek šunky od kosti salát z bílého zelí,35,30,0,75
kuřecí maso na zázvoru bramborové šišky,51,35,0,70
hovězí maso na pepři rýže divoká,51,50,0,65
kotlíkový perkelt špecle,49,50,0,60
srbské rizoto,51,30,0,60
mexický guláš těstoviny vařené,52,50,0,65
krůtí maso pečené grilovaná bretaňská zelenina brambory vařené,40,45,0,70
restovaná vepřová játra rýže dušená,49,50,0,60
hovězí pečeně přírodní bulgur,40,50,0,70
kuřecí stehna na kysaném zelí bramborové knedlíky míchaný zeleninový salát,62,30,0,65
maso tří barev bulgur,35,50,0,70
bulgur se zeleninou a quineou sypané sýrem čalamáda,30,15,0,85
kuřecí nudličky grilované s americkým bramborem okurka salátová,58,30,0,65
dušená játra na cibulce brambory vařené,50,50,0,65
studentský řízek bramborová kaše rajče,75,65,0,55
srbské rizoto nakládané kukuřičky,51,30,0,60
jáhlová kaše s medem a oříšky ovocný kompot kakao,40,0,70,40
moravský vrabec bramborové knedlíky,57,55,0,60
kuřecí kousky obalené v sezamové strouhance brambory vařené s petrželkou,64,30,0,60
žemlovka s jablky a tvarohem granko,62,0,70,40
játrová omáčka bulgur,5,40,0,60
rybí file na másle s citronem brambory šťouchané s jarní cibulkou strouhaná mrkvička,60,25,0,70
štěpánská hovězí pečeně houskové knedlíky s žemlí,55,55,0,60
rybí file na křenu se smetanou brambory vařené s petrželkou rajče,58,25,0,70
houskové knedlíky polévané jahodovou omáčkou kakao,60,0,60,40
krůtí maso po zahradnicku těstoviny vařené,51,35,0,70
kuřecí maso po čínsku rýže jasmínová,50,35,0,70
kuřecí marinovaný plátek brambory opečené listy ledového salátu,55,60,0,55
debrecínský vepřový guláš houskové knedlíky s žemlí,54,50,0,60
koprová omáčka vejce vařené celozrnné houskové knedlíky,54,0,0,60
zapečené těstoviny s uzeninou nakládaná cibulka,52,35,0,55
cizrnová kaše s jemným párkem a cibulovými kroužky kečup,45,20,0,40
sekaná pečeně bramborová kaše nakládaná cibulka,72,50,0,55
hovězí maso na česneku bramborové noky,51,50,0,60
luštěninové lasagne okurka salátová,44,10,0,70
tortellini s houbovou omáčkou,42,0,0,60
hovězí maso na španělský způsob rýže dušená,56,50,0,65
krůtí maso pečené dušený hrášek brambory vařené,40,40,0,70
grilovaná bretaňská zelenina americké brambory bylinkový dresink,35,0,0,70
hovězí maso na česneku špaldové knedlíky,53,50,0,65
houbová omáčka houskové knedlíky domácí,42,0,0,65
vepřenky s cibulí bramborová kaše rajče,65,50,0,60
bulgurový pilaf se sumečkem ledový salát,25,15,0,85
brokolice zapékaná s lučinou brambory opečené,25,10,0,70
plněné pečené papriky s balkánským sýrem a olivami listový salát,11,0,0,65
čevabčiči s cibulí a hořčicí brambory vařené,68,60,0,55
obalovaná treska s bylinkovou omáčkou brambory vařené s petrželkou rajče,56,25,0,65
karbanátky pečené bramborová kaše čalamáda,68,55,0,60
zapečené palačinky s tvarohem mléko,75,0,50,45
vepřové kostky na kmíně bulgur,40,60,0,70
krůtí prsa se zeleninou ratatouille brambory opečené,40,45,0,70
gnocchi s dušeným zelím a opečeným tofu,5,0,0,80
rybí filety na drceném kmíně brambory šťouchané s jarní cibulkou rajče,60,25,0,70
rybí file na křenu se smetanou brambory šťouchané s pažitkou kapie,57,25,0,70
čočka na kyselo vaječná omeleta salát z bílého zelí,46,0,0,75
segedínský guláš houskové knedlíky s žemlí,52,55,0,60
vepřová panenka na sekané bazalce bramborové knedlíky,60,60,0,65
šoulet s vepřovým plátkem salát z bílého zelí,25,50,0,65
mexické rizoto s vepřovým masem ledový salát s ředkvičkou,51,50,0,65
krůtí prsa na houbách žampionech rýže dušená,55,45,0,70
kuřecí kousky na mrkvi těstoviny vařené,49,30,0,70
milánské špagety,58,30,0,60
hovězí pečeně na paprikách těstoviny vařené,54,50,0,65
grenadýrský pochod zeleninový salát,44,10,0,85
ravioli plněné s jahodovým přelivem káva bílá,60,0,70,40
hot dog,64,40,0,40
rybí filety na drceném kmíně bramborová kaše kapie,63,25,0,70
hovězí líčka s kořenovou zeleninou brambory vařené,50,50,0,70
studentský řízek bramborová kaše salátová okurka,75,65,0,55
špagety s tuňákem ledový salát s ředkvičkou,60,15,0,60
kuřecí prsa na paprice houskové knedlíky domácí,60,30,0,65
hovězí maso na česneku bramborové knedlíky,53,50,0,65
maso dvou barev brambory vařené,50,50,0,65
plovdivské maso houskové knedlíky s žemlí,53,50,0,65
kuřecí plátek přírodní rýže dušená,55,30,0,70
holandský řízek bramborová kaše listy ledového salátu,85,65,0,60
mletý řízek s nivou šťouchané brambory s pažitkou ledový salát,63,65,0,60
spatzle se zelím a slaninou sypané cibulkou,49,30,0,55
těstoviny s brokolicí a nivou mrkvový salát,22,10,0,75
kachní stehno pečené červené zelí dušené houskové knedlíky s žemlí,67,65,0,55
tarhoňa se žampiony a houbovým prachem čalamáda,13,10,0,70
fazolový guláš s drůbežím salámem pečivo,43,40,0,55
mořská štika s bazalkou a rajčaty bramborová kaše,60,25,0,70
vepřový plátek přírodní rýže dušená,50,50,0,65
špecle s mákem maštěné máslíčkem ovocný kompot kakao nesquik,59,0,60,40
kuskus se zeleninou a drůbežím masem červená řepa,24,30,0,75
smetanové brambory zapečené se sýrem salát z bílého zelí,40,10,0,70
halušky z bylinkového těsta listy ledového salátu,51,0,0,65
holandský řízek bramborová kaše,85,65,0,60
dušené hovězí maso s paprikami těstoviny pečené,51,50,0,60
hovězí maso vařené křenová omáčka vdolek,45,50,0,60
hovězí pečeně frankfurtská těstoviny vařené,60,50,0,60
mletý řízek s nivou bramborová kaše okurka sterilovaná,66,65,0,55
lasagne s rybím masem bešamelem a špenátem rajče,23,20,0,65
salát z rýžových těstovin se zeleninou a tuňákem,25,10,0,85
hrachová kaše s cibulkou sázené vejce,35,0,0,75
kantonské nudle z vepřového masa listy ledového salátu,45,50,0,65
bramborové knedlíky plněné uzeným masem okurka sterilovaná,51,50,0,60
luštěninové rizoto s kroupami a vepřovým masem zelný salát s mrkví,38,35,0,70
hamburská vepřová kýta houskové knedlíky s žemlí,56,60,0,60
lasagne s rybím masem bešamelem a špenátem,23,20,0,65
hovězí maso na španělský způsob houskové knedlíky s žemlí,60,50,0,60
kuřecí prsa na paprice těstoviny vařené,60,30,0,65
hovězí pečeně štěpánská houskové knedlíky s žemlí,56,50,0,60
jáhlová kaše s medem a oříšky banánový koktejl,40,0,60,40
kuřecí roláda plněná špenátem anglickou slaninou brambory vařené s petrželkou salát z červené řepy a koriandru,59,40,0,70
plovdivské maso bramborové knedlíky,53,50,0,65
babičino pečené kuře na tymiánu rýže jasmínová,56,40,0,70
pohanková kaše slazená medem sypanám kakaem mléčný nápoj,45,0,65,40
čevabčiči s cibulí a hořčicí brambory vařené s petrželkou,68,60,0,55
tarhoňa se žampiony a houbovým prachem kapie,13,10,0,70
vepřové maso po znojemsku rýže dušená,51,50,0,65
hovězí pečeně štěpánská rýže dušená,55,50,0,65
vepřová pečeně dušená baby mrkvička brambory vařené,50,55,0,65
katův šleh bramboráčky,55,60,0,55
vepřová plec na kmíně špaldové knedlíky,50,50,0,60
bramborové šišky se strouhankou,55,0,0,70
bulgur rizoto se zeleninou a kuřecím masem salátová okurka,35,25,0,80
těstoviny zapečené se zeleninou a žampiony,39,10,0,75
vepřový plátek přírodní smetanové brambory zapečené se sýrem,55,50,0,65
krůtí roláda bramborová kaše,62,35,0,65
rybí filety na drceném kmíně bramborová kaše čalamáda,63,25,0,70
hovězí gulaš houskové knedlíky s žemlí,55,50,0,60
krůtí maso po zahradnicku špecle,49,35,0,70
ravioli s tvarohovou náplní sypané strouhankou mléko,58,0,65,40
krůtí roláda bramborová kaše okurka salátová,62,35,0,65
vepřové trhané maso grilovaná bretaňská zelenina bramborové noky,44,55,0,65
hovězí pečeně se svíčkovou omáčkou a brusinkami houskové knedlíky domácí,71,60,0,60
mexické rizoto s vepřovým masem strouhaná mrkvička,51,50,0,65
kuřecí nudličky grilované s americkým bramborem,58,30,0,65
zapečený květák čerstvá zelenina,22,0,0,80
kaše z ovesných vloček sypaná skořicí horká čokoláda,46,0,65,45
dukátové buchtičky s krémem kakao nesquik,85,0,70,40
žemlovka s jablky a tvarohem kakao nesquik,62,0,65,40
nugátové knedlíky ochucené mléko,70,0,75,40
zeleninové rizoto se sýrem rajče,40,10,0,75
křenová omáčka uzená krkovice vdolek,45,50,0,60
kuřecí roláda brambory vařené červená řepa,55,40,0,70
houbový kuba nakládaná cibulka,50,0,0,75
velikonoční nádivka se špenátovými brambory,30,25,0,70
vepřové maso na mrkvi brambory vařené,48,50,0,65
čočkový karbanátek bramborová kaše listy ledového salátu,45,10,0,75
žemlovka s jablky ochucené mléko,62,0,65,40
těstoviny s tvarohem maštěné máslem ovocný kompot horká čokoláda,60,0,60,45
zapečený květák brambory vařené rajče,32,0,0,70
hovězí pečeně po pražsku celozrnné houskové knedlíky,58,50,0,60
škubánky s mákem kakao,62,0,55,40
houbová omáčka špaldové knedlíky,42,0,0,65
vepřové medailonky na bílém pepři brambory opečené rajče,55,55,0,65
zapečené těstoviny s uzeným masem okurka sterilovaná,53,40,0,55
sekaný králičí řízek se švestkovou omáčkou bramborové šišky,62,60,35,45
vepřové výpečky zelí dušené bramborové knedlíky,56,65,0,40
těstoviny se zeleninou žampiony a vepř.masem,51,25,0,50
vepřová panenka na slanince rýže divoká,58,55,0,50
rizoto zeleninové s hlívou ústřičnou a sýrem rajčatový salát,28,10,0,70
kuřecí medailonky rýže dušená,52,50,0,55
vepřové plecko na zelenině těstoviny vařené,43,45,0,45
zeleninový salát s tuňákem a kuskusem,18,5,0,80
bramborový guláš s uzeninou chléb,54,20,0,40
sekaná svíčková na smetaně houskové knedlíky domácí,70,55,0,35
rybí prsty smažené bramborová kaše strouhaná mrkvička,70,30,0,40
vepřová panenka na sekané bazalce rýže jasmínová hlávkový salát,57,50,0,55
francouzské brambory nakládané feferony,50,35,0,45
hrachová kaše s cibulkou kuřecí uzená prsa rajče,37,40,0,60
kuřecí plátek s anglickou slaninou a sýrem brambory vařené s petrželkou okurkový salát,58,45,0,50
domácí buchty plněné kakao,80,0,85,25
přírodní karbanátek smažený s cibulkou bramborová kaše okurka sterilovaná,64,40,0,40
rybí filé zapečené se sýrem brambory vařené s petrželkou rajče,55,20,0,50
rýžovo-jogurtové knedlíky s ovocem a zak.smetanou kakao nesquik,69,0,70,35
brokolice se sýrovou omáčkou brambory vařené,22,0,0,65
gnocchi se slaninou zakys.smetanou jarní cibulkou,20,20,0,45
vepřová kýta na smetaně houskové knedlíky s žemlí,50,60,0,35
rybí file na křenu se smetanou brambory vařené s petrželkou,58,20,0,50
kuřecí kousky obalené v sezamu šopský salát,40,50,0,55
čočka na přírodní způsob kuřecí plátek přírodní zelný salát,40,40,0,60
vepřová pečeně kukuřice na másle brambory vařené,57,50,0,55
kotlíkový perkelt celozrnné houskové knedlíky,52,55,0,50
grilované kuřecí stehno brambory vařené,63,50,0,55
těstoviny se zeleninovou směsí a žampiony,39,0,0,65
mořská štika s bazalkou a rajčaty bramborová kaše rajče,60,25,0,50
játrová omáčka houskové knedlíky domácí,34,20,0,40
jáhlovo-babánová kaše s čokoládovým posypem horká čokoláda,40,0,60,25
kuřecí závitek rýže dušená,55,50,0,55
vepřové plecko na zelenině brambory vařené,43,45,0,50
grenadýrský pochod čalamáda,44,10,0,50
krůtí maso po zahradnicku rýže jasmínová,50,55,0,60
gnocchi s grilovanou zeleninou a parmazánem,27,5,0,70
maso dvou barev rýže dušená se zeleným hráškem,49,55,0,55
maso dvou barev rýže jasmínová,50,55,0,55
zeleninové rizoto se sýrem,40,0,0,65
hovězí pečeně po pražsku brambory vařené,57,60,0,40
vepřové trhané maso dušené zelí houskové knedlíky domácí,57,55,0,40
čočka na kyselo jemný párek zelný salát,52,5,0,55
maso dvou barev rýže dušená,50,55,0,55
dukátové buchtičky s krémem mléko,85,0,85,20
vepřová kýta po selsku bramborové knedlíky červené zelí dušené,51,60,0,40
zeleninové rizoto se sýrem salát z bílého zelí,40,0,0,65
karbanátky pečené brambory šťouchané s jarní cibulkou čerstvá zelenina,63,40,0,45
krůtí maso pečené dušená zelenina brambory vařené,40,50,0,55
jáhlová kaše s medem a oříšky ovocný kompot granko,40,0,50,35
zapečený květák s uzeným sýrem brambory vařené,25,5,0,55
trhanec s rozinkami a vanilkovou omáčkou,60,0,75,20
bavorské vdolečky horká čokoláda,87,0,85,20
houskové knedlíky polévané jahodovou omáčkou kakao nesquik,60,0,95,20
obalovaný květák smažený brambory vařené tatarská omáčka,59,5,0,50
makové šišky z brambor. těsta maštěné máslíčkem ovocný kompot bílá káva,60,0,65,30
halušky z bylinkového těsta obloha,51,0,0,55
obalovaný filet z aljašké tresky brambory vařené s petrželkou,59,20,0,50
kuřecí kousky na mrkvi brambory vařené,48,50,0,55
uzená krkovice česneková omáčka vdolek,45,55,0,45
hovězí plátek bratislavský houskové knedlíky domácí,53,60,0,40
čočkový karbanátek bramborová kaše kapie,45,15,0,50
plněné pečené papriky s balkánským sýrem a olivami pečivo,13,5,0,60
vepřová panenka s fazolovými lusky,47,50,0,55
císařské brambory řepný salát s křenem,44,20,0,45
bramborový guláš s uzeninou pečivo,54,25,0,40
kuřecí paličky pečené v marinádě bbq rýže jasmínová,61,50,0,55
vepřová kotleta po italsku těstoviny vařené,52,55,0,50
houskové knedlíky polévané jahodovou omáčkou káva bílá,60,0,95,20
rybí prsty smažené bramborová kaše,70,30,0,40
květákový mozeček brambory vařené s petrželkou rajče,35,0,0,55
krupicová kaše s kakaem kakao nesquik,45,0,65,30
spätzle s malinovou omáčkou kakao nesquik,60,0,70,30
ovocné knedlíky sypané tvarohem maštěné máslem ochucené mléko,80,0,85,35
krupicová kaše s kakaem horká čokoláda,45,0,65,30
veganské masové koule v rajčatové omáčce těstoviny vařené,56,0,0,65
jáhlová kaše s medem a oříšky ovocný kompot kakao nesquik,40,0,50,35
uzená krkovice chlupaté knedlíky dušené zelí,55,55,0,40
luštěninová směs na smetaně vepřové maso pečené,38,40,0,50
nudle s mákem maštěné máslíčkem ovocný kompot káva mléčná,60,0,60,30
grenadýrský pochod listy ledového salátu,44,10,0,50
čočkový salát pečivo,20,0,0,60
vepřenky s cibulí a hořčicí brambory vařené listy ledového salátu,63,50,0,45
krůtí prsa na houbách rýže dušená,50,50,0,55
pečené kuře rýže dušená salát z bílého zelí,59,50,0,55
šišky z kynutého těsta ovocný jogurt káva mléčná,73,0,55,30
kuřecí roláda plněná špenátem anglickou slaninou bramborová kaše listy ledového salátu,60,50,0,55
vepřová pečeně po selsku bramborové knedlíky červené zelí dušené,57,60,0,40
kuřecí kostky na pórku rýže dušená,50,50,0,55
