lunch_name,taste,meatiness,sweetness
špagety s tuňákem řepný salát s křenem,58,55,0
hovězí pečeně přírodní houskové knedlíky domácí,52,87,0
grilovaná bretaňská zelenina brambory opečené bylinkový dresink,35,0,0
rizoto z vepřového masa sypané sýrem,51,82,0
brambory s tvarohem maštěné máslíčkem acidofilní mléko,32,0,0
lasagne s vanilkovým krémem a ovocem kakao,62,0,70
tarhoňa s houbovým prachem rajčatový salát,13,0,0
nudlový nákyp s tvarohem a jablky kakao,58,0,50
luštěninové rizoto s kroupami a vepřovým masem,38,82,0
zapečená brokolice s bramborem a vaječnou zálivkou kapie,22,0,0
vepřové kostky na pepři těstoviny vařené,53,87,0
hovězí svíčková na smetaně houskové knedlíky domácí,70,92,0
kuřecí plátek přírodní bulgur,39,75,0
grenadýrský pochod čerstvá zelenina,44,0,0
hrachová kaše s cibulkou marinovaný vepřový plátek zelný salát,35,80,0
vepřová panenka na sekané bazalce brambory opečené okurkový salát,60,87,0
rybí filety na drceném kmíně brambory vařené s petrželkou,55,55,0
rybí file na másle s citronem bramborová kaše rajče,59,55,0
dukátové buchtičky s krémem granko,69,0,85
vepřová pečeně po selsku špenát dušený brambory vařené,51,92,0
kuřecí marinovaný plátek hrachová kaše s cibulkou salát z bílého zelí,42,80,0
krůtí prsa na žampionech rýže dušená,55,80,0
špagety s tuňákem,60,55,0
vepřenky s cibulí brambory vařené okurkový salát,61,85,0
zapečené těstoviny s brokolicí a žampiony rajčatový salát,30,0,0
vepřová roláda s medvědím česnekem bramborové knedlíky,54,87,0
šoulet zelný salát,20,0,0
gnocchi s kuřecím masem list špenátem a smetanou okurka sterilovaná,18,75,0
boloňské špagety s luštěninovou směsí a sýrem,39,50,0
čočkový salát s vejci pečivo rajčatový salát,23,0,0
mix trhaných salátů s rajčaty karotkou a kuř.masem pečivo,40,60,0
nudle s mákem maštěné máslíčkem ovocný kompot granko,55,0,50
lasagne s brokolicí a sýrem listy ledového salátu,24,0,0
hovězí gulaš celozrnné houskové knedlíky,55,90,0
domácí buchty plněné mléko,60,0,70
fazole chilli con carne,42,80,0
rybí filé zapečené se sýrem bramborová kaše,60,60,0
chřest s holandskou omáčkou brambory vařené s petrželkou,25,0,0
škubánky s mákem ovocný kompot ochucené mléko,62,0,55
rybí file zapečené s vejci zeleninové hranolky kapie,39,60,0
kuřecí stehno uzené bramborová kaše okurka salátová,65,80,0
krupicová kaše s kakaem ovocný kompot granko,45,0,60
rybí filé zapečené se sýrem brambory vařené s petrželkou strouhaná mrkvička,53,60,0
kuřecí perkelt rýže dušená,54,80,0
smetanové brambory zapečené se sýrem nakládané kukuřičky,40,0,0
vepřová kotleta se sýrem a šunkou brambory vařené s petrželkou kapie,51,90,0
rybí prsty smažené brambory vařené s petrželkou rajče,69,60,0
hovězí maso na žampionech rýže dušená,52,90,0
segedínský guláš celozrnné houskové knedlíky,52,85,0
malinový nákyp mléko,65,0,45
kukuřičný klas restovaná zelenina na másle pečivo,35,0,0
kuřecí prsíčka na zelenině těstoviny vařené,50,75,0
šišky z kynutého těsta horká čokoláda,60,0,80
krůtí kostky na žampionech rýže jasmínová,51,80,0
kantonské nudle s kuřecím masem kapie,45,75,0
vepřový kostky a-la bažant bramborové knedlíky,55,85,0
luštěninové rizoto s kroupami a vepřovým masem okurka sterilovaná,38,65,0
játrová omáčka divoká rýže,20,70,0
vepřová plec na kmíně rýže jasmínová,50,85,0
cibulové kroužky s pikantní rajčatovou omáčou obloha zeleninová,52,0,0
hovězí pečeně po pražsku bramborové šišky,54,85,0
těstovinový salát s lososem pečivo,51,50,0
hrachová kaše s cibulkou plátek šunky od kosti salát z bílého zelí,35,25,0
kuřecí maso na zázvoru bramborové šišky,51,80,0
hovězí maso na pepři rýže divoká,51,90,0
kotlíkový perkelt špecle,49,80,0
srbské rizoto,51,65,0
mexický guláš těstoviny vařené,52,80,0
krůtí maso pečené grilovaná bretaňská zelenina brambory vařené,40,75,0
restovaná vepřová játra rýže dušená,49,85,0
hovězí pečeně přírodní bulgur,40,85,0
kuřecí stehna na kysaném zelí bramborové knedlíky míchaný zeleninový salát,62,80,0
maso tří barev bulgur,35,85,0
bulgur se zeleninou a quineou sypané sýrem čalamáda,30,0,0
kuřecí nudličky grilované s americkým bramborem okurka salátová,58,80,0
dušená játra na cibulce brambory vařené,50,75,0
studentský řízek bramborová kaše rajče,75,85,0
srbské rizoto nakládané kukuřičky,51,65,0
jáhlová kaše s medem a oříšky ovocný kompot kakao,40,0,70
moravský vrabec bramborové knedlíky,57,85,0
kuřecí kousky obalené v sezamové strouhance brambory vařené s petrželkou,64,80,0
žemlovka s jablky a tvarohem granko,60,0,70
játrová omáčka bulgur,5,70,0
rybí file na másle s citronem brambory šťouchané s jarní cibulkou strouhaná mrkvička,55,60,0
štěpánská hovězí pečeně houskové knedlíky s žemlí,55,90,0
rybí file na křenu se smetanou brambory vařené s petrželkou rajče,53,60,0
houskové knedlíky polévané jahodovou omáčkou kakao,55,0,60
krůtí maso po zahradnicku těstoviny vařené,51,80,0
kuřecí maso po čínsku rýže jasmínová,50,80,0
kuřecí marinovaný plátek brambory opečené listy ledového salátu,55,80,0
debrecínský vepřový guláš houskové knedlíky s žemlí,54,85,0
koprová omáčka vejce vařené celozrnné houskové knedlíky,54,0,0
zapečené těstoviny s uzeninou nakládaná cibulka,52,65,0
cizrnová kaše s jemným párkem a cibulovými kroužky kečup,45,35,0
sekaná pečeně bramborová kaše nakládaná cibulka,72,80,0
hovězí maso na česneku bramborové noky,51,90,0
luštěninové lasagne okurka salátová,44,0,0
tortellini s houbovou omáčkou,42,0,0
hovězí maso na španělský způsob rýže dušená,56,90,0
krůtí maso pečené dušený hrášek brambory vařené,40,75,0
grilovaná bretaňská zelenina americké brambory bylinkový dresink,35,0,0
hovězí maso na česneku špaldové knedlíky,53,90,0
houbová omáčka houskové knedlíky domácí,42,0,0
vepřenky s cibulí bramborová kaše rajče,65,85,0
bulgurový pilaf se sumečkem ledový salát,25,50,0
brokolice zapékaná s lučinou brambory opečené,25,0,0
plněné pečené papriky s balkánským sýrem a olivami listový salát,11,0,0
čevabčiči s cibulí a hořčicí brambory vařené,68,85,0
obalovaná treska s bylinkovou omáčkou brambory vařené s petrželkou rajče,56,60,0
karbanátky pečené bramborová kaše čalamáda,68,85,0
zapečené palačinky s tvarohem mléko,65,0,50
vepřové kostky na kmíně bulgur,40,80,0
krůtí prsa se zeleninou ratatouille brambory opečené,40,75,0
gnocchi s dušeným zelím a opečeným tofu,5,0,0
rybí filety na drceném kmíně brambory šťouchané s jarní cibulkou rajče,55,60,0
rybí file na křenu se smetanou brambory šťouchané s pažitkou kapie,53,60,0
čočka na kyselo vaječná omeleta salát z bílého zelí,46,0,0
segedínský guláš houskové knedlíky s žemlí,52,85,0
vepřová panenka na sekané bazalce bramborové knedlíky,60,85,0
šoulet s vepřovým plátkem salát z bílého zelí,25,85,0
mexické rizoto s vepřovým masem ledový salát s ředkvičkou,51,75,0
krůtí prsa na houbách žampionech rýže dušená,55,80,0
kuřecí kousky na mrkvi těstoviny vařené,49,80,0
milánské špagety,58,0,0
hovězí pečeně na paprikách těstoviny vařené,54,85,0
grenadýrský pochod zeleninový salát,44,0,0
ravioli plněné s jahodovým přelivem káva bílá,60,0,70
hot dog,64,55,0
rybí filety na drceném kmíně bramborová kaše kapie,59,60,0
hovězí líčka s kořenovou zeleninou brambory vařené,50,90,0
studentský řízek bramborová kaše salátová okurka,75,80,0
špagety s tuňákem ledový salát s ředkvičkou,60,55,0
kuřecí prsa na paprice houskové knedlíky domácí,60,80,0
hovězí maso na česneku bramborové knedlíky,53,90,0
maso dvou barev brambory vařené,50,85,0
plovdivské maso houskové knedlíky s žemlí,53,80,0
kuřecí plátek přírodní rýže dušená,55,80,0
holandský řízek bramborová kaše listy ledového salátu,85,80,0
mletý řízek s nivou šťouchané brambory s pažitkou ledový salát,63,80,0
spatzle se zelím a slaninou sypané cibulkou,49,40,0
těstoviny s brokolicí a nivou mrkvový salát,22,0,0
kachní stehno pečené červené zelí dušené houskové knedlíky s žemlí,67,90,0
tarhoňa se žampiony a houbovým prachem čalamáda,13,0,0
fazolový guláš s drůbežím salámem pečivo,43,45,0
mořská štika s bazalkou a rajčaty bramborová kaše,60,60,0
vepřový plátek přírodní rýže dušená,50,80,0
špecle s mákem maštěné máslíčkem ovocný kompot kakao nesquik,59,0,60
kuskus se zeleninou a drůbežím masem červená řepa,24,75,0
smetanové brambory zapečené se sýrem salát z bílého zelí,40,0,0
halušky z bylinkového těsta listy ledového salátu,51,0,0
holandský řízek bramborová kaše,85,80,0
dušené hovězí maso s paprikami těstoviny pečené,51,85,0
hovězí maso vařené křenová omáčka vdolek,45,80,0
hovězí pečeně frankfurtská těstoviny vařené,60,85,0
mletý řízek s nivou bramborová kaše okurka sterilovaná,66,80,0
lasagne s rybím masem bešamelem a špenátem rajče,23,50,0
salát z rýžových těstovin se zeleninou a tuňákem,25,50,0
hrachová kaše s cibulkou sázené vejce,35,0,0
kantonské nudle z vepřového masa listy ledového salátu,45,80,0
bramborové knedlíky plněné uzeným masem okurka sterilovaná,51,80,0
luštěninové rizoto s kroupami a vepřovým masem zelný salát s mrkví,38,75,0
hamburská vepřová kýta houskové knedlíky s žemlí,56,80,0
lasagne s rybím masem bešamelem a špenátem,23,55,0
hovězí maso na španělský způsob houskové knedlíky s žemlí,60,85,0
kuřecí prsa na paprice těstoviny vařené,60,80,0
hovězí pečeně štěpánská houskové knedlíky s žemlí,56,85,0
jáhlová kaše s medem a oříšky banánový koktejl,40,0,60
kuřecí roláda plněná špenátem anglickou slaninou brambory vařené s petrželkou salát z červené řepy a koriandru,59,80,0
plovdivské maso bramborové knedlíky,53,80,0
babičino pečené kuře na tymiánu rýže jasmínová,56,80,0
pohanková kaše slazená medem sypanám kakaem mléčný nápoj,45,0,65
čevabčiči s cibulí a hořčicí brambory vařené s petrželkou,68,85,0
tarhoňa se žampiony a houbovým prachem kapie,13,0,0
vepřové maso po znojemsku rýže dušená,51,85,0
hovězí pečeně štěpánská rýže dušená,55,90,0
vepřová pečeně dušená baby mrkvička brambory vařené,50,85,0
katův šleh bramboráčky,55,90,0
vepřová plec na kmíně špaldové knedlíky,50,80,0
bramborové šišky se strouhankou,50,0,0
bulgur rizoto se zeleninou a kuřecím masem salátová okurka,35,75,0
těstoviny zapečené se zeleninou a žampiony,39,0,0
vepřový plátek přírodní smetanové brambory zapečené se sýrem,51,80,0
krůtí roláda bramborová kaše,62,80,0
rybí filety na drceném kmíně bramborová kaše čalamáda,59,60,0
hovězí gulaš houskové knedlíky s žemlí,55,90,0
krůtí maso po zahradnicku špecle,49,80,0
ravioli s tvarohovou náplní sypané strouhankou mléko,58,0,65
krůtí roláda bramborová kaše okurka salátová,62,80,0
vepřové trhané maso grilovaná bretaňská zelenina bramborové noky,44,80,0
hovězí pečeně se svíčkovou omáčkou a brusinkami houskové knedlíky domácí,71,90,0
mexické rizoto s vepřovým masem strouhaná mrkvička,51,75,0
kuřecí nudličky grilované s americkým bramborem,58,75,0
zapečený květák čerstvá zelenina,22,0,0
kaše z ovesných vloček sypaná skořicí horká čokoláda,46,0,65
dukátové buchtičky s krémem kakao nesquik,69,0,70
žemlovka s jablky a tvarohem kakao nesquik,60,0,65
nugátové knedlíky ochucené mléko,65,0,75
zeleninové rizoto se sýrem rajče,40,0,0
křenová omáčka uzená krkovice vdolek,45,75,0
kuřecí roláda brambory vařené červená řepa,55,80,0
houbový kuba nakládaná cibulka,50,0,0
velikonoční nádivka se špenátovými brambory,30,40,0
vepřové maso na mrkvi brambory vařené,48,85,0
čočkový karbanátek bramborová kaše listy ledového salátu,45,0,0
žemlovka s jablky ochucené mléko,60,0,65
těstoviny s tvarohem maštěné máslem ovocný kompot horká čokoláda,60,0,60
zapečený květák brambory vařené rajče,32,0,0
hovězí pečeně po pražsku celozrnné houskové knedlíky,58,90,0
škubánky s mákem kakao,62,0,55
houbová omáčka špaldové knedlíky,42,0,0
vepřové medailonky na bílém pepři brambory opečené rajče,55,80,0
zapečené těstoviny s uzeným masem okurka sterilovaná,53,80,0
sekaný králičí řízek se švestkovou omáčkou bramborové šišky,62,75,35
vepřové výpečky zelí dušené bramborové knedlíky,56,90,0
těstoviny se zeleninou žampiony a vepř.masem,51,65,0
vepřová panenka na slanince rýže divoká,58,80,0
rizoto zeleninové s hlívou ústřičnou a sýrem rajčatový salát,28,0,0
kuřecí medailonky rýže dušená,52,80,0
vepřové plecko na zelenině těstoviny vařené,52,80,0
zeleninový salát s tuňákem a kuskusem,18,50,0
bramborový guláš s uzeninou chléb,54,50,0
sekaná svíčková na smetaně houskové knedlíky domácí,70,90,0
rybí prsty smažené bramborová kaše strouhaná mrkvička,70,60,0
vepřová panenka na sekané bazalce rýže jasmínová hlávkový salát,57,80,0
francouzské brambory nakládané feferony,50,0,0
hrachová kaše s cibulkou kuřecí uzená prsa rajče,37,75,0
kuřecí plátek s anglickou slaninou a sýrem brambory vařené s petrželkou okurkový salát,58,80,0
domácí buchty plněné kakao,60,0,85
přírodní karbanátek smažený s cibulkou bramborová kaše okurka sterilovaná,64,80,0
rybí filé zapečené se sýrem brambory vařené s petrželkou rajče,53,60,0
rýžovo-jogurtové knedlíky s ovocem a zak.smetanou kakao nesquik,63,0,70
brokolice se sýrovou omáčkou brambory vařené,22,0,0
gnocchi se slaninou zakys.smetanou jarní cibulkou,20,50,0
vepřová kýta na smetaně houskové knedlíky s žemlí,50,85,0
rybí file na křenu se smetanou brambory vařené s petrželkou,54,75,0
kuřecí kousky obalené v sezamu šopský salát,40,80,0
čočka na přírodní způsob kuřecí plátek přírodní zelný salát,40,75,0
vepřová pečeně kukuřice na másle brambory vařené,57,85,0
kotlíkový perkelt celozrnné houskové knedlíky,52,85,0
grilované kuřecí stehno brambory vařené,63,85,0
těstoviny se zeleninovou směsí a žampiony,39,0,0
mořská štika s bazalkou a rajčaty bramborová kaše rajče,60,75,0
játrová omáčka houskové knedlíky domácí,34,80,0
jáhlovo-babánová kaše s čokoládovým posypem horká čokoláda,40,0,60
kuřecí závitek rýže dušená,55,80,0
vepřové plecko na zelenině brambory vařené,49,85,0
grenadýrský pochod čalamáda,44,0,0
krůtí maso po zahradnicku rýže jasmínová,50,80,0
gnocchi s grilovanou zeleninou a parmazánem,27,0,0
maso dvou barev rýže dušená se zeleným hráškem,49,90,0
maso dvou barev rýže jasmínová,50,90,0
zeleninové rizoto se sýrem,40,0,0
hovězí pečeně po pražsku brambory vařené,57,85,0
vepřové trhané maso dušené zelí houskové knedlíky domácí,57,90,0
čočka na kyselo jemný párek zelný salát,52,50,0
maso dvou barev rýže dušená,50,90,0
dukátové buchtičky s krémem mléko,69,0,85
vepřová kýta po selsku bramborové knedlíky červené zelí dušené,51,90,0
zeleninové rizoto se sýrem salát z bílého zelí,40,0,0
karbanátky pečené brambory šťouchané s jarní cibulkou čerstvá zelenina,63,60,0
krůtí maso pečené dušená zelenina brambory vařené,40,80,0
jáhlová kaše s medem a oříšky ovocný kompot granko,40,0,50
zapečený květák s uzeným sýrem brambory vařené,25,0,0
trhanec s rozinkami a vanilkovou omáčkou,60,0,75
bavorské vdolečky horká čokoláda,67,0,85
houskové knedlíky polévané jahodovou omáčkou kakao nesquik,55,0,95
obalovaný květák smažený brambory vařené tatarská omáčka,59,0,0
makové šišky z brambor. těsta maštěné máslíčkem ovocný kompot bílá káva,60,0,65
halušky z bylinkového těsta obloha,51,0,0
obalovaný filet z aljašké tresky brambory vařené s petrželkou,55,75,0
kuřecí kousky na mrkvi brambory vařené,48,75,0
uzená krkovice česneková omáčka vdolek,45,90,0
hovězí plátek bratislavský houskové knedlíky domácí,53,90,0
čočkový karbanátek bramborová kaše kapie,45,0,0
plněné pečené papriky s balkánským sýrem a olivami pečivo,13,0,0
vepřová panenka s fazolovými lusky,47,90,0
císařské brambory řepný salát s křenem,44,0,0
bramborový guláš s uzeninou pečivo,54,50,0
kuřecí paličky pečené v marinádě bbq rýže jasmínová,61,85,0
vepřová kotleta po italsku těstoviny vařené,52,80,0
houskové knedlíky polévané jahodovou omáčkou káva bílá,55,0,95
rybí prsty smažené bramborová kaše,70,75,0
květákový mozeček brambory vařené s petrželkou rajče,35,0,0
krupicová kaše s kakaem kakao nesquik,45,0,65
spätzle s malinovou omáčkou kakao nesquik,60,0,70
ovocné knedlíky sypané tvarohem maštěné máslem ochucené mléko,73,0,85
krupicová kaše s kakaem horká čokoláda,45,0,65
veganské masové koule v rajčatové omáčce těstoviny vařené,56,0,0
jáhlová kaše s medem a oříšky ovocný kompot kakao nesquik,40,0,50
uzená krkovice chlupaté knedlíky dušené zelí,55,90,0
luštěninová směs na smetaně vepřové maso pečené,38,80,0
nudle s mákem maštěné máslíčkem ovocný kompot káva mléčná,55,0,60
grenadýrský pochod listy ledového salátu,44,0,0
čočkový salát pečivo,20,0,0
vepřenky s cibulí a hořčicí brambory vařené listy ledového salátu,63,90,0
krůtí prsa na houbách rýže dušená,50,80,0
pečené kuře rýže dušená salát z bílého zelí,59,85,0
šišky z kynutého těsta ovocný jogurt káva mléčná,60,0,55
kuřecí roláda plněná špenátem anglickou slaninou bramborová kaše listy ledového salátu,60,90,0
vepřová pečeně po selsku bramborové knedlíky červené zelí dušené,57,90,0
kuřecí kostky na pórku rýže dušená,50,75,0
kuřecí roláda se šunkou a sýrem rýže dušená,56,90,0
